"SpeciesCode","ScientificName","Family","GrowthHabit","GrowthHabitSub","Duration","Noxious","SG_Group","SynonymOf","created_user","created_date","last_edited_user","last_edited_date","GlobalID","CommonName","DateLoadedInDb","SpeciesState","Notes","UpdatedSpeciesCode","AllCalcs"
"PTAQ","Pteridium aquilinum (L.) Kuhn","Dennstaedtiaceae","NonWoody","Forb","Perennial","NO",NA,NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{D2777BCD-5B3C-45BD-B24D-88E35D6DB731}","western brackenfern","2018-09-01","UT",NA,"TRPU18",NA
"PTERI","Pteridium Gleditsch ex Scop.","Dennstaedtiaceae","NonWoody","Forb","Perennial","NO",NA,NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{62C036EA-6EC7-4F03-A941-9367DE25215B}","brackenfern","2018-09-01","UT",NA,NA,NA
"PTAL3","Pterogonum alatum (Torr.) Gross.","Polygonaceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{C93D729B-DBD2-485A-A589-0C0EAA3F33C8}","winged buckwheat","2018-09-01","UT",NA,"ERALA2",NA
"PTAN2","Pterospora andromedea Nutt.","Monotropaceae","NonWoody","Forb","Perennial","NO",NA,NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{FD7397FE-F79E-4657-A9CF-6ABE33366425}","woodland pinedrops","2018-09-01","UT",NA,"MOHY3",NA
"PTPA4","Ptiloria pauciflora","Asteraceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{3078EB7F-B993-472C-A382-7807CAD8E611}","brownplume wirelettuce","2018-09-01","UT",NA,"STPA4",NA
"PUNU2","Puccinellia nuttalliana (Schult.) Hitchc.","Poaceae","NonWoody","Graminoid","Perennial","NO","TallStaturePerennialGrass",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{CC5FD12D-A7FF-419F-8AB5-8A80538AA9C6}","Nuttall's alkaligrass","2018-09-01","UT",NA,NA,NA
"PUPA5","Pulsatilla patens (L.) Mill.","Ranunculaceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{ADD45E04-5EE4-40F1-B358-327BDB9B503F}","eastern pasqueflower","2018-09-01","UT",NA,"MYNI",NA
"PUPAM","Pulsatilla patens (L.) Mill. ssp. multifida (Pritz.) Zamels","Ranunculaceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{2A9B8F13-8AD8-4252-9BD4-9400A5D5CE4C}","cutleaf anemone","2018-09-01","UT",NA,"MYNI",NA
"PURSH","Purshia DC. Ex Poir. ","Rosaceae","Woody","Shrub","Perennial","NO","NonSagebrushShrub",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{E8DF1E62-E454-485C-A9D5-D911F80B37EC}","bitterbrush","2018-09-01","UT",NA,NA,NA
"PUME","Purshia mexicana (D. Don) Hendrickson","Rosaceae","Woody","Shrub","Perennial","NO","NonSagebrushShrub",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{B09A9E7B-0DB6-4711-8E55-A35AEFEFE101}","Mexican cliffrose","2018-09-01","UT",NA,NA,NA
"PUMES","Purshia mexicana (D. Don) Henrickson var. stansburiana (Torr.) S.L. Welsh","Rosaceae","Woody","Shrub","Perennial","NO","NonSagebrushShrub",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{017009E8-DF72-423E-9BFD-C9F4854B1EC9}","Stansbury cliffrose","2018-09-01","UT",NA,NA,NA
"PUST","Purshia stansburiana (Torr.) Henrickson","Rosaceae","Woody","Shrub","Perennial","NO","NonSagebrushShrub",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{EFF27940-C925-4802-8285-CF3B2C0EE921}","Stansbury cliffrose","2018-09-01","UT",NA,NA,NA
"PUTR2","Purshia tridentata (Pursh) DC.","Rosaceae","Woody","Shrub","Perennial","NO","NonSagebrushShrub",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{B05D0461-775E-4692-8E93-E0462CCEA094}","antelope bitterbrush","2018-09-01","UT",NA,NA,NA
"PUTRT","Purshia tridentata (Pursh) DC. var. tridentata","Rosaceae","Woody","Shrub","Perennial","NO","NonSagebrushShrub",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{AC8CD56B-C016-4BCD-9D6C-E9A75ADDEEF2}","antelope bitterbrush","2018-09-01","UT",NA,"PUTR2",NA
"PYASA","Pyrola asarifolia Michx. ssp. asarifolia ","Pyrolaceae","Woody","SubShrub","Perennial","NO","NonSagebrushShrub",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{934CBEA9-1801-4B26-AC93-D240590764DD}","liverleaf wintergreen","2018-09-01","UT",NA,NA,NA
"PYCH","Pyrola chlorantha Sw.","Pyrolaceae","Woody","SubShrub","Perennial","NO","NonSagebrushShrub",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{F0D1A055-9507-4FED-8708-CCCBBBC18789}","greenflowered wintergreen","2018-09-01","UT",NA,"PYASA",NA
"PYMI","Pyrola minor L.","Pyrolaceae","Woody","SubShrub","Perennial","NO","NonSagebrushShrub",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{F1770141-0651-4AB9-A4D5-DAD1E8BFEF79}","snowline wintergreen","2018-09-01","UT",NA,"PYASA",NA
"PYPI2","Pyrola picta Sm.","Pyrolaceae","Woody","SubShrub","Perennial","NO","NonSagebrushShrub",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{19C59E05-1AF0-4410-8262-67237270CD08}","whiteveined wintergreen","2018-09-01","UT",NA,NA,NA
"PYRRO","Pyrrocoma Hook.","Asteraceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{F09D2723-D900-4ECE-8E21-3282C46C2203}","goldenweed","2018-09-01","UT",NA,NA,NA
"QUTU","Quararibea turbinata (Sw.) Poir. ","Bombacaceae",NA,NA,NA,"NO",NA,NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{E8FC5023-37D6-4CFE-B5D2-0F380666E12D}","swizzlestick tree","2018-09-01","UT","Not found in Utah",NA,NA
"QUPA4","Quercus ×pauciloba Rydb. (pro sp.) [gambelii × turbinella] ","Fagaceae","Woody","Shrub","Perennial","NO","NonSagebrushShrub",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{F58D4BF6-BB62-4184-BD6D-D35AB5A81697}","Hybirid oak","2018-09-01","UT",NA,NA,NA
"QUDUT","Quercus dumosa var. turbinella","Fagaceae","Woody","Tree","Perennial","NO",NA,NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{691F74B8-F39B-43E0-9AE4-74EBDFEB7428}","Sonoran scrub oak","2018-09-01","UT",NA,"QUPA4",NA
"QUGA","Quercus gambelii Nutt.","Fagaceae","Woody","Shrub","Perennial","NO","NonSagebrushShrub",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{973ABFD5-6355-4808-B441-504F6286C915}","Gambel oak","2018-09-01","UT",NA,NA,NA
"QUGAG","Quercus gambelii Nutt. var. gambelii","Fagaceae","Woody","Shrub","Perennial","NO","NonSagebrushShrub",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{90B0471F-E04F-412C-87A0-EFD3B512552B}","Gambel oak","2018-09-01","UT",NA,NA,NA
"QUGU3","Quercus gunnisonii (Torr. & A. Gray) Rydb.","Fagaceae","Woody","Shrub","Perennial","NO","NonSagebrushShrub",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{AD03DE4C-1DC5-4D5A-A1B0-30F20736AE17}","Gambel oak","2018-09-01","UT",NA,"QUGAG",NA
"QUHA3","Quercus havardii Rydb.","Fagaceae","Woody","Shrub","Perennial","NO","NonSagebrushShrub",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{6B52AD6C-C507-45AC-8988-4760D2043373}","Havard oak","2018-09-01","UT",NA,NA,NA
"QUERC","Quercus L.","Fagaceae","Woody","Shrub","Perennial","NO","NonSagebrushShrub",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{CEF1963F-40A6-404D-8F16-E7F4E22A7657}","oak","2018-09-01","UT",NA,NA,NA
"QUTU2","Quercus turbinella Greene","Fagaceae","Woody","Shrub","Perennial","NO","NonSagebrushShrub",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{22E4F4C0-6EFE-4205-9BC0-C3BA00FDAC82}","Sonoran scrub oak","2018-09-01","UT",NA,"QUPA4",NA
"QULO2","Quincula lobata (Torr.) Raf.","Solanaceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{23BFEA40-AE43-4CF7-B311-CF29184DA24A}","Chinese lantern","2018-09-01","UT",NA,NA,NA
"RAGL","Ranunculus glaberrimus","Ranunculaceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{DF265D6B-20AE-4EFE-B963-C8B9D082C352}","sagebrush buttercup","2018-09-01","UT",NA,NA,NA
"RAINI2","Ranunculus inamoenus Greene var. inamoenus","Ranunculaceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{07A72D53-8836-4C7A-8D45-DB86AECA698A}","graceful buttercup","2018-09-01","UT",NA,"RAINA",NA
"RAINA","Ranunculus inamoenus Greene var. alpeophilus (A. Nelson) L.D. Benson","Ranunculaceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{8709483C-35A9-4583-ABAB-7739D99006CC}","graceful buttercup","2018-09-01","UT",NA,NA,NA
"RANUN","Ranunculus species","Ranunculaceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{F7699C23-9163-4318-8A88-47A969DC8BC0}","buttercup, crowfoot","2018-09-01","UT",NA,NA,NA
"RATE","Ranunculus testiculatus","Ranunculaceae","NonWoody","Forb","Annual","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{BE2C0925-A11E-478C-881F-471D6210FB4E}","Bur buttercup","2018-09-01","UT",NA,"CETE5",NA
"RATR","Ranunculus trichophyllus Chaix","Ranunculaceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{8E58C418-DF25-4C24-90AA-1E1300740EAB}","threadleaf crowfoot","2018-09-01","UT",NA,NA,NA
"RATIB","Ratibida Raf.","Asteraceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{6769C249-A147-482B-B5A1-71AD54AEE57D}","prairie coneflower","2018-09-01","UT",NA,NA,NA
"RELU2","Reseda luteola L","Resedaceae",NA,NA,NA,"NO",NA,NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{C967C5DD-9DB7-453F-9036-1253485E5B61}","weld ","2018-09-01","UT","Not found in Utah",NA,NA
"RHCA3","Rhamnus cathartica L.","Rhamnaceae","Woody","Shrub","Perennial","NO","NonSagebrushShrub",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{87AF009C-80A7-4D8F-A7AC-3E40C7C77EB9}","common buckthorn","2018-09-01","UT",NA,NA,NA
"RHSM","Rhamnus smithii Greene","Rhamnaceae","Woody","Shrub","Perennial","NO","NonSagebrushShrub",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{2DCE6791-B49F-4C67-BC98-D44E22F4AD51}","Smith's buckthorn","2018-09-01","UT",NA,"RHSMT",NA
"RHSMT","Rhamnus smithii Greene","Rhamnaceae","Woody","Shrub","Perennial","NO","NonSagebrushShrub",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{732211D2-E5DD-45CD-81E7-1FDF79ED0A07}","Smith's buckthorn","2018-09-01","UT",NA,NA,NA
"RHRH4","Rhodiola rhodantha (A. Gray) H. Jacobsen","Crassulaceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{C142C6A1-1B3B-42C2-86E5-4F616713A167}","redpod stonecrop","2018-09-01","UT",NA,NA,NA
"RHCH","Rhus choriophylla","Anacardiaceae","Woody","Shrub","Perennial","NO","NonSagebrushShrub",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{2C017F58-8F5C-4EF2-9F15-FCA73AE9604D}","evergreen sumac","2018-09-01","UT",NA,"RHVIC",NA
"RHUS","Rhus L.","Anacardiaceae","Woody","Shrub","Perennial","NO","NonSagebrushShrub",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{FB82201A-8EBF-41DA-B9B3-62EA7EA3DC3B}","sumac","2018-09-01","UT",NA,NA,NA
"RHLA3","Rhus lanceolata (A. Gray) Britton ","Anacardiaceae","Woody","Shrub","Perennial","NO","NonSagebrushShrub",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{9E70CFF5-937F-4066-8935-438552F1418A}","prairie sumac","2018-09-01","UT",NA,NA,NA
"RHMI3","Rhus microphylla","Anacardiaceae","Woody","Shrub","Perennial","NO","NonSagebrushShrub",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{B7CF36C6-B5B1-4629-AD46-369E512C2552}","littleleaf sumac","2018-09-01","UT",NA,NA,NA
"RHTR","Rhus trilobata","Anacardiaceae","Woody","Shrub","Perennial","NO","NonSagebrushShrub",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{2DFD3DC0-17BA-45AF-94C8-6676AA50A7DD}","skunkbush sumac","2018-09-01","UT",NA,NA,NA
"RHTRA","Rhus trilobata Nutt. var. anisophylla (Greene) Jeps.","Anacardiaceae","Woody","Shrub","Perennial","NO","NonSagebrushShrub",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{96AB0590-ED83-45C1-8FCD-54FC3E59E7FC}","skunkbush sumac","2018-09-01","UT",NA,"RHLA3",NA
"RHTRS","Rhus trilobata Nutt. var. simplicfolia (Greene) F.A. Barkley","Anacardiaceae","Woody","Shrub","Perennial","NO","NonSagebrushShrub",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{2C2BCD4F-E2D5-4729-8755-0BCFEC9A6A8D}","skunkbush sumac","2018-09-01","UT",NA,NA,NA
"RHTRT","Rhus trilobata Nutt. Var. trilobata","Anacardiaceae","Woody","Shrub","Perennial","NO","NonSagebrushShrub",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{A505E8FB-8B8A-4FF2-87FF-B45E8885C88D}","skunkbush sumac","2018-09-01","UT",NA,NA,NA
"RHVIC","Rhus virens var. choriophylla","Anacardiaceae","Woody","Shrub","Perennial","NO","NonSagebrushShrub",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{35CCF723-7F13-4274-BE85-043D18B8CDC5}","evergreen sumac","2018-09-01","UT",NA,NA,NA
"RHRE2","Rhynchelytrum repens","Poaceae","NonWoody","Graminoid","Annual","NO",NA,NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{C9045B3F-CFCB-4A2E-B956-967E4AC0C55D}","rose Natal grass","2018-09-01","UT",NA,"MERE9",NA
"RHRO2","Rhynchelytrum roseum","Poaceae","NonWoody","Graminoid","Annual","NO",NA,NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{CC1B8AD5-F213-42D4-BE41-82E4E74F5719}","rose Natal grass","2018-09-01","UT",NA,"MERE9",NA
"RHSE4","Rhynchosia senna","Fabaceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{2CE33085-8000-4A89-BC22-457E0A977673}","Texas snoutbean","2018-09-01","UT",NA,NA,NA
"RIAU","Ribes aureum","Grossulariaceae","Woody","Shrub","Perennial","NO","NonSagebrushShrub",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{F610EFA0-5A0A-40D1-B002-E02D729EC95B}","golden currant","2018-09-01","UT",NA,NA,NA
"RIAUV","Ribes aureum Pursh var. villosum DC. ","Grossulariaceae","Woody","Shrub","Perennial","NO","NonSagebrushShrub",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{60589518-643B-4816-AB07-A25988DAFABE}","golden currant","2018-09-01","UT",NA,NA,NA
"RICE","Ribes cereum Douglas","Grossulariaceae","Woody","Shrub","Perennial","NO","NonSagebrushShrub",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{5C30BB24-7288-46BB-AA0A-886428DA25F9}","wax currant","2018-09-01","UT",NA,"RIAUV",NA
"RICEC2","Ribes cereum Douglas var. cereum","Grossulariaceae","Woody","Shrub","Perennial","NO","NonSagebrushShrub",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{674058EA-9C22-4B0C-8C87-CA7BC4E4E823}","wax currant","2018-09-01","UT",NA,"RIAUV",NA
"RICEI","Ribes cereum Douglas var. inebrians (Lindl.) C.L. Hitchc.","Grossulariaceae","Woody","Shrub","Perennial","NO","NonSagebrushShrub",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{B01FB6E3-1D24-4C3F-8C42-4A6045678350}","wax currant","2018-09-01","UT",NA,"RIAUV",NA
"RICEP","Ribes cereum Douglas var. pedicellare W.H. Brewer & S. Watson","Grossulariaceae","Woody","Shrub","Perennial","NO","NonSagebrushShrub",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{3066114C-FA80-44D9-B68F-86181D03BADE}","whisky currant","2018-09-01","UT",NA,"RIAUV",NA
"RICO2","Ribes coloradense Coville","Grossulariaceae","Woody","Shrub","Perennial","NO","NonSagebrushShrub",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{EB12E5EF-7685-4F89-B88F-450D10287142}","trailing black currant","2018-09-01","UT",NA,"RILA3",NA
"RIIN2","Ribes inerme","Grossulariaceae","Woody","Shrub","Perennial","NO","NonSagebrushShrub",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{A11893ED-E923-43FA-9233-223B2CE4B9B5}","whitestem currant, whitestem gooseberry","2018-09-01","UT",NA,NA,NA
"RIINI","Ribes inerme Rydb. var. inerme","Grossulariaceae","Woody","Shrub","Perennial","NO","NonSagebrushShrub",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{4899D0E4-78CC-4F73-82D2-6B9A143B6CC8}","whitestem gooseberry","2018-09-01","UT",NA,"RIAUV",NA
"RIINS","Ribes inerme Rydb. var. subarmatum M. Peck","Grossulariaceae","Woody","Shrub","Perennial","NO","NonSagebrushShrub",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{351A4E01-98CE-4C2E-AF82-B8FAE28DB9D2}","whitestem gooseberry","2018-09-01","UT",NA,"RIAUV",NA
"RILA","Ribes lacustre (Pers.) Poir.","Grossulariaceae","Woody","Shrub","Perennial","NO","NonSagebrushShrub",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{4004D1F1-A9F9-4854-B82A-95B091269623}","prickly currant","2018-09-01","UT",NA,"RIAUV",NA
"RILAM","Ribes lacustre (Pers.) Poir. var. molle A. Gray","Grossulariaceae","Woody","Shrub","Perennial","NO","NonSagebrushShrub",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{D6C655E2-E87F-4D9E-8309-C7896FE61B92}","gooseberry currant","2018-09-01","UT",NA,"RIMO2",NA
"RILAP","Ribes lacustre (Pers.) Poir. var. parvulum A. Gray","Grossulariaceae","Woody","Shrub","Perennial","NO","NonSagebrushShrub",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{09ABADC6-EA81-4B1E-A241-5A71787A5983}","gooseberry currant","2018-09-01","UT",NA,"RIAUV",NA
"RILA3","Ribes laxiflorum Pursh ","Grossulariaceae","Woody","Shrub","Perennial","NO","NonSagebrushShrub",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{6ED89B80-ED1E-429C-AC66-7707CD5AA290}","trailing black currant","2018-09-01","UT",NA,NA,NA
"RILE3","Ribes lentum (M.E. Jones) Coville & Rose","Grossulariaceae","Woody","Shrub","Perennial","NO","NonSagebrushShrub",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{14047F4D-FDD1-4DC0-876F-7C7500ADDBD6}","gooseberry currant","2018-09-01","UT",NA,"RIMO2",NA
"RILE","Ribes leptanthum A. Gray","Grossulariaceae","Woody","Shrub","Perennial","NO","NonSagebrushShrub",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{87D4BBE5-5329-4621-922F-C5EAE991DEC4}","trumpet gooseberry","2018-09-01","UT",NA,"RILA3",NA
"RIMO2","Ribes montigenum McClatchie","Grossulariaceae","Woody","Shrub","Perennial","NO","NonSagebrushShrub",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{84663FA4-7047-465C-AA83-5764B852A7D6}","gooseberry currant","2018-09-01","UT",NA,NA,NA
"RIOXS","Ribes oxyacanthoides L. ssp. setosum (Lindl.) Sinnott","Grossulariaceae","Woody","Shrub","Perennial","NO","NonSagebrushShrub",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{2A5781DA-379E-4928-9456-8638DF8B017E}","inland gooseberry","2018-09-01","UT",NA,NA,NA
"RIBES","Ribes species","Grossulariaceae","Woody","Shrub","Perennial","NO","NonSagebrushShrub",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{65826BB6-36DA-445D-8AC6-5D35BDCB11B8}","currant, gooseberry","2018-09-01","UT",NA,NA,NA
"RIVI3","Ribes viscosissimum Pursh","Grossulariaceae","Woody","Shrub","Perennial","NO","NonSagebrushShrub",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{CF48E205-48AA-4B4C-A8C6-FC1308C8B0A5}","sticky currant","2018-09-01","UT",NA,"RIOXS",NA
"RIVIH","Ribes viscosissimum Pursh var. hallii (Jancz.) Jancz.","Grossulariaceae","Woody","Shrub","Perennial","NO","NonSagebrushShrub",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{8D3169FA-26BD-466C-9C0F-93C00C393673}","sticky currant","2018-09-01","UT",NA,"RIOXS",NA
"RIWO","Ribes wolfii Rothr.","Grossulariaceae","Woody","Shrub","Perennial","NO","NonSagebrushShrub",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{3C40B526-23BD-4701-B0BF-328E9EE48E21}","Wolf's currant","2018-09-01","UT",NA,"RIOXS",NA
"ROPAH","Rorippa palustris (L.) Besser ssp. hispida (Desv.) Jonsell ","Brassicaceae","NonWoody","Forb","Perennial","NO",NA,NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{4E1C33F6-A13A-494B-A27A-39DEFCB28287}","hispid yellowcress","2018-09-01","UT",NA,NA,NA
"ROSI2","Rorippa sinuata (Nutt.) Hitchc.","Brassicaceae","NonWoody","Forb","Perennial","NO",NA,NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{3778D628-D133-4A97-B762-36B7B2B46C04}","spreading yellowcress","2018-09-01","UT",NA,"ROPAH",NA
"ROACS","Rosa acicularis Lindl. ssp. sayi (Schwein.) W.H. Lewis","Rosaceae","Woody","Shrub","Perennial","NO","NonSagebrushShrub",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{D229F792-4E24-4911-9EDC-A1F2DB6BC7F2}","prickly rose","2018-09-01","UT",NA,NA,NA
"ROAC","Rosa acicularis Lindl. ","Rosaceae","Woody","Shrub","Perennial","NO","NonSagebrushShrub",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{3E3D722C-7A71-4EFE-84A9-F9C9316D4C06}","prickly rose","2018-09-01","UT",NA,NA,NA
